model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_dense_resource,n_inputs_resources,sequence_length_resource,dense_size_resource,bram_18k,lut,ff,dsp48e
28302,Not Fit,18,16,16,32,1,32,29,28032,9853,64
28301,Not Fit,20,16,16,32,1,1,0,2468,2422,2
13292,Not Fit,23,16,16,32,1,32,29,28032,9853,64
46486,Not Fit,19,16,16,32,1,1,0,2468,2422,2
6917,Not Fit,13,16,16,64,1,64,114,138864,31229,256
6915,Not Fit,15,16,16,64,1,1,0,5210,4694,4
45923,Not Fit,9,16,16,64,1,64,114,138864,31229,256
19948,Not Fit,11,16,16,64,1,1,0,5210,4698,4
31440,Not Fit,11,16,16,64,1,64,114,138864,31229,256
4992,Not Fit,12,16,16,64,1,1,0,5210,4698,4
35419,Not Fit,12,16,16,64,1,64,114,138864,31229,256
7076,Not Fit,13,16,16,64,1,1,0,5210,4696,4
38417,Not Fit,13,16,16,64,1,64,114,138864,31229,256
24172,Not Fit,12,16,16,64,1,1,0,5210,4698,4
10662,Not Fit,12,16,16,64,1,64,114,138864,31229,256
31667,Not Fit,13,16,16,64,1,1,0,5210,4698,4
20166,Not Fit,13,16,16,64,1,64,114,138864,31229,256
20165,Not Fit,15,16,16,64,1,1,0,5210,4698,4
46616,Not Fit,17,16,16,64,1,64,114,138864,31229,256
46615,Not Fit,19,16,16,64,1,1,0,5210,4698,4
30257,Not Fit,21,16,16,64,1,64,114,138864,31229,256
30254,Not Fit,23,16,16,64,1,1,0,5210,4698,4
41876,Not Fit,21,16,16,64,1,64,114,138864,31229,256
38376,Not Fit,17,16,16,64,1,1,0,5210,4698,4
6999,Not Fit,17,16,16,64,1,64,114,138864,31229,256
6998,Not Fit,19,16,16,64,1,1,0,5210,4698,4
36878,Fit,16,16,16,64,1,32,57,54937,17704,128
37193,Fit,16,16,16,64,1,16,29,23353,11699,64
48531,Not Fit,16,16,16,64,1,32,57,54937,17704,128
27099,Not Fit,22,16,16,64,1,64,114,138754.25,31231.75,256
20013,Not Fit,18,16,16,64,1,1,0,5210,4698,4
31648,Not Fit,18,16,16,64,1,64,114,138864,31229,256
31647,Not Fit,20,16,16,64,1,1,0,5210,4698,4
39567,Not Fit,17,16,16,64,1,32,57,54937,17704,128
43162,Not Fit,19,16,16,64,1,64,114,138644.5,31234.5,256
43161,Not Fit,21,16,16,64,1,1,0,5210,4698,4
39691,Fit,17,16,16,64,1,16,29,23353,11699,64
25199,Not Fit,23,16,16,64,1,64,114,138754.25,31231.75,256
25196,Not Fit,25,16,16,64,1,1,0,5210,4698,4
18039,Not Fit,23,16,16,64,1,64,114,138864,31229,256
18736,Not Fit,17,16,16,64,1,1,0,5210,4698,4
44832,Not Fit,16,16,16,64,1,16,29,23353,11699,64
12398,Not Fit,16,16,16,64,1,32,57,54937,17704,128
12591,Not Fit,16,16,16,64,1,16,29,23353,11696,64
8181,Not Fit,22,16,16,64,1,64,114,138754.25,31231.75,256
41852,Not Fit,18,16,16,64,1,1,0,5210,4698,4
8207,Not Fit,18,16,16,64,1,64,114,138864,31229,256
8206,Not Fit,20,16,16,64,1,1,0,5210,4698,4
21285,Not Fit,17,16,16,64,1,32,57,54937,17704,128
21697,Not Fit,17,16,16,64,1,16,29,23353,11699,64
671,Not Fit,23,16,16,64,1,64,114,138754.25,31231.75,256
668,Not Fit,25,16,16,64,1,1,0,5210,4698,4
47874,Not Fit,17,16,16,64,1,64,114,138864,31229,256
22668,Not Fit,17,16,16,64,1,1,0,5210,4698,4
12661,Not Fit,17,16,16,64,1,64,114,138864,31229,256
12660,Not Fit,19,16,16,64,1,1,0,5210,4698,4
42529,Not Fit,17,16,16,64,1,64,114,138864,31229,256
42528,Not Fit,19,16,16,64,1,1,0,5210,4698,4
26749,Not Fit,21,16,16,64,1,64,114,138864,31229,256
26746,Not Fit,23,16,16,64,1,1,0,5210,4698,4
46389,Not Fit,18,16,16,64,1,64,114,138864,31229,256
46388,Not Fit,20,16,16,64,1,1,0,5210,4698,4
30398,Not Fit,22,16,16,64,1,64,114,138864,31229,256
30395,Not Fit,24,16,16,64,1,1,0,5210,4698,4
2177,Not Fit,22,16,16,64,1,64,114,138864,31229,256
2174,Not Fit,24,16,16,64,1,1,0,5210,4698,4
45277,Not Fit,19,16,16,64,1,64,114,138864,31229,256
45276,Not Fit,21,16,16,64,1,1,0,5210,4694,4
22010,Not Fit,23,16,16,64,1,64,114,138864,31229,256
2678,Not Fit,19,16,16,64,1,1,0,5210,4698,4
37628,Not Fit,19,16,16,64,1,64,114,138864,31229,256
37627,Not Fit,21,16,16,64,1,1,0,5210,4698,4
6054,Not Fit,22,16,16,64,1,64,114,138864,31229,256
6051,Not Fit,24,16,16,64,1,1,0,5210,4698,4
2515,Not Fit,23,16,16,64,1,64,114,138864,31229,256
15685,Not Fit,18,16,16,64,1,1,0,5210,4698,4
25039,Not Fit,18,16,16,64,1,64,114,138864,31229,256
25038,Not Fit,20,16,16,64,1,1,0,5210,4694,4
43763,Not Fit,22,16,16,64,1,64,114,138864,31229,256
17811,Not Fit,19,16,16,64,1,1,0,5210,4698,4
28220,Not Fit,19,16,16,64,1,64,114,138864,31229,256
34368,Not Fit,18,16,16,64,1,1,0,5210,4696,4
327,Not Fit,18,16,16,64,1,64,114,138864,31229,256
326,Not Fit,20,16,16,64,1,1,0,5210,4698,4
34150,Fit,15,16,16,128,1,32,114,109265,31904,256
46614,Not Fit,15,16,16,128,1,64,228,274993,55552,512
33630,Fit,15,16,16,128,1,16,57,45857,20080,128
30253,Not Fit,15,16,16,128,1,64,228,274993,55552,512
12419,Fit,15,16,16,128,1,32,114,109265,31904,256
44852,Fit,15,16,16,128,1,16,57,45857,20080,128
23053,Fit,15,16,16,128,1,32,114,109265,31904,256
22609,Fit,15,16,16,128,1,16,57,45857,20080,128
45126,Not Fit,15,16,16,128,1,32,114,109265,31904,256
41872,Not Fit,15,16,16,128,1,64,228,274993,55552,512
26898,Fit,15,16,16,128,1,16,57,45857,20080,128
42034,Fit,15,16,16,128,1,32,114,109265,31904,256
38375,Not Fit,15,16,16,128,1,64,228,274993,55552,512
13744,Fit,15,16,16,128,1,16,57,45857,20080,128
6997,Not Fit,15,16,16,128,1,64,228,274993,55552,512
13975,Not Fit,15,16,16,128,1,32,114,109265,31904,256
2245,Fit,16,16,16,128,1,16,57,45857,20080,128
20012,Not Fit,16,16,16,128,1,64,228,274993,55552,512
32450,Fit,16,16,16,128,1,16,57,45857,20080,128
31646,Not Fit,16,16,16,128,1,64,228,274993,55552,512
2807,Not Fit,17,16,16,128,1,32,114,109265,31904,256
2614,Not Fit,17,16,16,128,1,16,57,45857,20080,128
18035,Not Fit,17,16,16,128,1,64,228,274993,55552,512
22588,Not Fit,16,16,16,128,1,16,57,45857,20080,128
45193,Not Fit,16,16,16,128,1,32,114,109265,31904,256
41851,Not Fit,16,16,16,128,1,64,228,274993,55552,512
12636,Not Fit,16,16,16,128,1,16,57,45857,20080,128
8205,Not Fit,16,16,16,128,1,64,228,274993,55552,512
14526,Not Fit,17,16,16,128,1,32,114,109265,31904,256
42982,Not Fit,17,16,16,128,1,16,57,45857,20080,128
25874,Not Fit,17,16,16,128,1,32,114,109265,31904,256
26230,Not Fit,17,16,16,128,1,16,57,45857,20080,128
34465,Not Fit,16,16,16,128,1,32,114,109219,31905.3333333333,256
46390,Not Fit,16,16,16,128,1,64,228,274924,55554,512
35158,Fit,16,16,16,128,1,16,57,45788,20082,128
30399,Not Fit,16,16,16,128,1,64,228,274924,55554,512
9184,Not Fit,17,16,16,128,1,32,114,109196,31906,256
22011,Not Fit,17,16,16,128,1,64,228,274924,55554,512
43401,Not Fit,16,16,16,128,1,16,57,45788,20082,128
15857,Not Fit,16,16,16,128,1,32,114,109196,31906,256
16062,Not Fit,16,16,16,128,1,16,57,45788,20082,128
6055,Not Fit,16,16,16,128,1,64,228,274924,55554,512
17708,Not Fit,17,16,16,128,1,32,114,109196,31906,256
18133,Not Fit,17,16,16,128,1,16,57,45788,20082,128
2516,Not Fit,17,16,16,128,1,64,228,274924,55554,512
17029,Fit,10,16,16,256,1,16,114,90844,40820,256
4993,Not Fit,10,16,16,256,1,64,455,547819,113921,1024
28779,Fit,10,16,16,256,1,16,114,90844,40820,256
47230,Not Fit,10,16,16,256,1,32,228,217228,65188,512
35420,Not Fit,10,16,16,256,1,64,455,547820,113924,1024
47332,Fit,10,16,16,256,1,16,114,90844,40820,256
28588,Not Fit,10,16,16,256,1,32,228,217228,65188,512
13649,Fit,11,16,16,256,1,16,114,90844,40820,256
7077,Not Fit,11,16,16,256,1,64,455,547820,113924,1024
26729,Fit,11,16,16,256,1,16,114,90844,40820,256
42131,Not Fit,11,16,16,256,1,32,228,217228,65188,512
38418,Not Fit,11,16,16,256,1,64,455,547820,113924,1024
42483,Fit,11,16,16,256,1,16,114,90844,40820,256
26343,Not Fit,11,16,16,256,1,32,228,217228,65188,512
40900,Fit,10,16,16,256,1,16,114,90844,40820,256
24173,Not Fit,10,16,16,256,1,64,455,547820,113924,1024
9864,Not Fit,10,16,16,256,1,16,114,90844,40820,256
10663,Not Fit,10,16,16,256,1,64,455,547820,113924,1024
9346,Not Fit,10,16,16,256,1,32,228,217228,65188,512
32308,Not Fit,11,16,16,256,1,16,114,90844,40820,256
31668,Not Fit,11,16,16,256,1,64,455,547819,113921,1024
2200,Not Fit,11,16,16,256,1,16,114,90844,40820,256
20167,Not Fit,11,16,16,256,1,64,455,547819,113921,1024
3667,Not Fit,16,16,16,256,1,32,228,217370,65185.3333333333,512
1635,Not Fit,17,16,16,256,1,16,114,91057,40816,256
19202,Not Fit,17,16,16,256,1,64,455,548033,113920,1024
33070,Not Fit,17,16,16,256,1,16,114,91057,40816,256
33549,Not Fit,17,16,16,256,1,32,228,217441,65184,512
43381,Not Fit,15,16,16,256,1,16,114,91057,40816,256
15256,Not Fit,15,16,16,256,1,32,228,217441,65184,512
14938,Not Fit,15,16,16,256,1,16,114,91057,40816,256
2063,Not Fit,15,16,16,256,1,32,228,217441,65184,512
3359,Not Fit,15,16,16,256,1,16,114,91057,40816,256
18735,Not Fit,15,16,16,256,1,64,455,548033,113920,1024
13955,Not Fit,16,16,16,256,1,32,228,217441,65184,512
42376,Not Fit,16,16,16,256,1,16,114,91056,40813,256
26452,Not Fit,16,16,16,256,1,32,228,217441,65184,512
26931,Not Fit,16,16,16,256,1,16,114,91056,40813,256
41950,Not Fit,16,16,16,256,1,32,228,217441,65184,512
13113,Not Fit,17,16,16,256,1,16,114,91057,40816,256
37604,Not Fit,15,16,16,256,1,32,228,217300,65186,512
47872,Not Fit,15,16,16,256,1,64,455,547892,113922,1024
37406,Fit,15,16,16,256,1,16,114,90916,40818,256
48487,Not Fit,15,16,16,256,1,32,228,217300,65186,512
41815,Fit,15,16,16,256,1,16,114,90916,40818,256
22667,Not Fit,15,16,16,256,1,64,455,547892,113922,1024
8091,Fit,15,16,16,256,1,16,114,90916,40818,256
12659,Not Fit,15,16,16,256,1,64,455,547892,113922,1024
38896,Not Fit,15,16,16,256,1,32,228,217300,65186,512
42527,Not Fit,15,16,16,256,1,64,455,547892,113922,1024
38434,Fit,15,16,16,256,1,16,114,90916,40818,256
26745,Not Fit,15,16,16,256,1,64,455,547891,113919,1024
46202,Not Fit,16,16,16,256,1,16,114,90916,40818,256
20309,Not Fit,16,16,16,256,1,32,228,217300,65186,512
20140,Not Fit,16,16,16,256,1,16,114,90916,40818,256
2173,Not Fit,16,16,16,256,1,64,455,547892,113922,1024
17937,Not Fit,17,16,16,256,1,16,114,90916,40818,256
2677,Not Fit,17,16,16,256,1,64,455,547891,113919,1024
27730,Not Fit,17,16,16,256,1,16,114,90916,40818,256
37626,Not Fit,17,16,16,256,1,64,455,547892,113922,1024
8323,Not Fit,16,16,16,256,1,32,228,217300,65186,512
7627,Not Fit,17,16,16,256,1,16,114,90916,40818,256
7471,Not Fit,17,16,16,256,1,32,228,217300,65186,512
6322,Fit,16,16,16,256,1,16,114,90843,40817,256
25040,Not Fit,16,16,16,256,1,64,455,547820,113924,1024
39394,Not Fit,16,16,16,256,1,32,228,217227,65185,512
43764,Not Fit,16,16,16,256,1,64,455,547820,113924,1024
3033,Not Fit,17,16,16,256,1,16,114,90844,40820,256
28221,Not Fit,17,16,16,256,1,64,455,547819.5,113922.5,1024
31084,Not Fit,16,16,16,256,1,16,114,90844,40820,256
46273,Not Fit,16,16,16,256,1,32,228,217228,65188,512
328,Not Fit,16,16,16,256,1,64,455,547820,113924,1024
21002,Not Fit,16,16,16,256,1,32,228,217228,65188,512
12816,Not Fit,17,16,16,256,1,16,114,90844,40820,256
13293,Not Fit,17,16,16,256,1,32,228,217228,65188,512
42145,Fit,7,16,16,512,1,16,228,155579,74627,512
13638,Not Fit,7,16,16,512,1,32,455,284611,115891,1024
13878,Fit,7,16,16,512,1,16,228,155579,74627,512
6919,Not Fit,7,16,16,512,1,64,910,542619,198419,2048
47198,Fit,8,16,16,512,1,16,228,155579,74627,512
17092,Not Fit,8,16,16,512,1,32,455,284611,115891,1024
17598,Not Fit,8,16,16,512,1,16,228,155579,74627,512
2214,Not Fit,7,16,16,512,1,32,455,284611,115891,1024
49669,Fit,7,16,16,512,1,16,228,155579,74627,512
32297,Not Fit,7,16,16,512,1,32,455,284611,115891,1024
45924,Not Fit,7,16,16,512,1,64,910,542619,198419,2048
32795,Not Fit,7,16,16,512,1,16,228,155579,74627,512
40944,Not Fit,8,16,16,512,1,32,455,284611,115891,1024
20593,Fit,9,16,16,512,1,16,228,155615,74626,512
1828,Not Fit,9,16,16,512,1,64,910,542691,198417,2048
46014,Fit,9,16,16,512,1,16,228,155651,74625,512
31494,Not Fit,9,16,16,512,1,32,455,284683,115889,1024
2420,Fit,9,16,16,512,1,16,228,155651,74625,512
19947,Not Fit,9,16,16,512,1,64,910,542691,198417,2048
32519,Fit,9,16,16,512,1,16,228,155651,74625,512
31438,Not Fit,9,16,16,512,1,64,910,542691,198417,2048
32640,Not Fit,9,16,16,512,1,32,455,284683,115889,1024
48600,Fit,9,16,16,512,1,16,228,155651,74625,512
3804,Not Fit,9,16,16,512,1,32,455,284683,115889,1024
3204,Fit,9,16,16,512,1,16,228,155651,74625,512
22898,Not Fit,10,16,16,512,1,32,455,284683,115889,1024
22770,Not Fit,10,16,16,512,1,16,228,155651,74625,512
44987,Not Fit,10,16,16,512,1,32,455,284683,115889,1024
26109,Not Fit,11,16,16,512,1,16,228,155651,74625,512
42874,Not Fit,11,16,16,512,1,32,455,284683,115889,1024
14204,Not Fit,11,16,16,512,1,16,228,155651,74625,512
1793,Not Fit,10,16,16,512,1,32,455,284683,115889,1024
31943,Fit,10,16,16,512,1,16,228,155622.2,74625.8,512
45715,Not Fit,10,16,16,512,1,32,455,284611,115891,1024
44769,Not Fit,11,16,16,512,1,16,228,155579,74627,512
23306,Not Fit,11,16,16,512,1,32,455,284611,115891,1024
7725,Not Fit,10,16,16,512,1,16,228,155579,74627,512
7276,Not Fit,10,16,16,512,1,32,455,284611,115891,1024
4320,Not Fit,11,16,16,512,1,16,228,155579,74627,512
4140,Not Fit,11,16,16,512,1,32,455,284611,115891,1024
47944,Not Fit,16,16,16,512,1,16,228,155795,74623,512
19539,Not Fit,17,16,16,512,1,32,455,284827,115887,1024
45463,Not Fit,15,16,16,512,1,16,228,155795,74623,512
21877,Not Fit,15,16,16,512,1,32,455,284827,115887,1024
31707,Not Fit,15,16,16,512,1,16,228,155795,74623,512
18535,Not Fit,15,16,16,512,1,32,455,284827,115887,1024
7057,Not Fit,16,16,16,512,1,16,228,155795,74623,512
6848,Not Fit,16,16,16,512,1,32,455,284827,115887,1024
8934,Not Fit,15,16,16,512,1,16,228,155651,74625,512
13212,Not Fit,15,16,16,512,1,64,910,542691,198417,2048
41358,Not Fit,15,16,16,512,1,32,455,284683,115889,1024
28803,Not Fit,15,16,16,512,1,16,228,155651,74625,512
47098,Not Fit,15,16,16,512,1,32,455,284683,115889,1024
17132,Not Fit,15,16,16,512,1,16,228,155651,74625,512
30320,Not Fit,15,16,16,512,1,32,455,284683,115889,1024
29834,Not Fit,15,16,16,512,1,16,228,155651,74625,512
5582,Not Fit,16,16,16,512,1,32,455,284683,115889,1024
40009,Not Fit,17,16,16,512,1,16,228,155651,74625,512
17316,Not Fit,16,16,16,512,1,32,455,284683,115889,1024
47607,Not Fit,16,16,16,512,1,16,228,155651,74625,512
28300,Not Fit,16,16,16,512,1,32,455,284683,115889,1024
30505,Not Fit,17,16,16,512,1,16,228,155651,74625,512
46485,Not Fit,17,16,16,512,1,32,455,284683,115889,1024
20974,Not Fit,17,16,16,512,1,16,228,155651,74625,512
39989,Not Fit,15,16,16,1024,1,16,455,310307.697674419,149888.209302326,1024
31034,Fit,8,32,32,16,1,1,0,1206,1272,1
20889,Fit,8,32,32,16,1,16,4,4829,2773,8
20890,Fit,10,32,32,16,1,1,0,1203,1269,1
3318,Fit,12,32,32,16,1,16,4,4829,2773,8
2286,Fit,8,32,32,16,1,1,0,1206,1272,1
32418,Fit,8,32,32,16,1,16,4,4829,2773,8
27959,Fit,9,32,32,16,1,1,0,1206,1272,1
18021,Fit,9,32,32,16,1,16,4,4829,2773,8
26916,Not Fit,9,32,32,16,1,1,0,1206,1272,1
13662,Not Fit,9,32,32,16,1,16,4,4829,2773,8
24575,Fit,10,32,32,16,1,1,0,1206,1272,1
16165,Fit,10,32,32,16,1,16,4,4829,2773,8
16166,Fit,12,32,32,16,1,1,0,1206,1272,1
21839,Not Fit,14,32,32,16,1,16,4,4829,2773,8
3376,Not Fit,9,32,32,16,1,1,0,1206,1272,1
37176,Not Fit,9,32,32,16,1,16,4,4829,2773,8
51,Fit,10,32,32,16,1,1,0,1204.5,1270.5,1
34778,Fit,10,32,32,16,1,16,4,4829,2773,8
34779,Fit,12,32,32,16,1,1,0,1203,1269,1
1655,Not Fit,14,32,32,16,1,16,4,4829,2773,8
1657,Not Fit,16,32,32,16,1,1,0,1206,1272,1
21958,Fit,15,32,32,16,1,16,4,4829,2773,8
21960,Fit,17,32,32,16,1,1,0,1206,1272,1
41441,Fit,15,32,32,16,1,16,4,4829,2773,8
38070,Fit,11,32,32,16,1,1,0,1206,1272,1
7238,Fit,11,32,32,16,1,16,4,4829,2773,8
7240,Fit,13,32,32,16,1,1,0,1206,1272,1
24834,Fit,16,32,32,16,1,16,4,4829,2773,8
19604,Fit,12,32,32,16,1,1,0,1206,1272,1
45685,Fit,16,32,32,16,1,16,4,4829,2773,8
45686,Fit,18,32,32,16,1,1,0,1206,1272,1
17833,Not Fit,16,32,32,16,1,16,4,4829,2773,8
48139,Not Fit,13,32,32,16,1,1,0,1206,1272,1
18450,Not Fit,17,32,32,16,1,16,4,4829,2773,8
20485,Not Fit,13,32,32,16,1,1,0,1206,1272,1
31259,Not Fit,13,32,32,16,1,16,4,4829,2773,8
31260,Not Fit,15,32,32,16,1,1,0,1203,1269,1
2474,Not Fit,15,32,32,16,1,16,4,4829,2773,8
45701,Not Fit,11,32,32,16,1,1,0,1206,1272,1
19661,Not Fit,15,32,32,16,1,16,4,4829,2773,8
17769,Not Fit,11,32,32,16,1,1,0,1206,1272,1
28264,Not Fit,11,32,32,16,1,16,4,4829,2773,8
28265,Not Fit,13,32,32,16,1,1,0,1206,1272,1
555,Fit,16,32,32,16,1,16,4,4829,2773,8
556,Fit,18,32,32,16,1,1,0,1206,1272,1
9226,Fit,12,32,32,16,1,16,4,4829,2773,8
9227,Fit,14,32,32,16,1,1,0,1206,1272,1
9057,Fit,17,32,32,16,1,16,4,4829,2773,8
9058,Fit,19,32,32,16,1,1,0,1206,1272,1
8493,Not Fit,13,32,32,16,1,16,4,4829,2773,8
10352,Fit,17,32,32,16,1,1,0,1206,1272,1
40088,Fit,17,32,32,16,1,16,4,4829,2773,8
19563,Fit,17,32,32,16,1,1,0,1204.5,1270.5,1
31824,Fit,17,32,32,16,1,16,4,4829,2773,8
31825,Fit,19,32,32,16,1,1,0,1206,1272,1
45562,Fit,21,32,32,16,1,16,4,4829,2773,8
45563,Fit,23,32,32,16,1,1,0,1206,1272,1
17875,Fit,21,32,32,16,1,16,4,4829,2773,8
38312,Not Fit,18,32,32,16,1,1,0,1206,1272,1
7438,Not Fit,18,32,32,16,1,16,4,4829,2773,8
3908,Fit,19,32,32,16,1,1,0,1206,1272,1
36384,Fit,19,32,32,16,1,16,4,4829,2773,8
38875,Fit,19,32,32,16,1,1,0,1206,1272,1
6934,Fit,19,32,32,16,1,16,4,4829,2773,8
29628,Fit,17,32,32,16,1,1,0,1204.5,1270.5,1
16468,Not Fit,17,32,32,16,1,16,4,4829,2773,8
16469,Not Fit,19,32,32,16,1,1,0,1206,1272,1
9019,Not Fit,17,32,32,16,1,16,4,4829,2773,8
31802,Fit,18,32,32,16,1,1,0,1206,1272,1
19582,Fit,18,32,32,16,1,16,4,4829,2773,8
45539,Not Fit,18,32,32,16,1,1,0,1206,1272,1
19440,Not Fit,22,32,32,16,1,16,4,4829,2773,8
23410,Not Fit,19,32,32,16,1,1,0,1206,1272,1
12003,Not Fit,19,32,32,16,1,16,4,4829,2773,8
18490,Not Fit,19,32,32,16,1,1,0,1206,1272,1
27576,Not Fit,19,32,32,16,1,16,4,4829,2773,8
27577,Not Fit,21,32,32,16,1,1,0,1206,1272,1
48287,Not Fit,23,32,32,16,1,16,4,4829,2773,8
45955,Not Fit,19,32,32,16,1,1,0,1206,1272,1
20354,Not Fit,23,32,32,16,1,16,4,4829,2773,8
29665,Fit,9,32,32,16,1,1,0,1206,1272,1
21536,Fit,9,32,32,16,1,16,4,4829,2773,8
5297,Fit,9,32,32,16,1,1,0,1206,1272,1
39865,Not Fit,9,32,32,16,1,16,4,4829,2773,8
3282,Not Fit,10,32,32,16,1,1,0,1206,1272,1
37130,Not Fit,10,32,32,16,1,16,4,4829,2773,8
37131,Not Fit,12,32,32,16,1,1,0,1206,1272,1
48585,Not Fit,14,32,32,16,1,16,4,4829,2773,8
48586,Not Fit,16,32,32,16,1,1,0,1206,1272,1
25234,Fit,15,32,32,16,1,16,4,4829,2773,8
22307,Fit,11,32,32,16,1,1,0,1206,1272,1
12883,Fit,11,32,32,16,1,16,4,4829,2773,8
12885,Fit,13,32,32,16,1,1,0,1206,1272,1
42860,Fit,11,32,32,16,1,16,4,4829,2773,8
42862,Fit,13,32,32,16,1,1,0,1206,1272,1
25965,Fit,15,32,32,16,1,16,4,4829,2773,8
25967,Fit,17,32,32,16,1,1,0,1206,1272,1
44892,Fit,12,32,32,16,1,16,4,4829,2773,8
44893,Fit,14,32,32,16,1,1,0,1206,1272,1
22915,Fit,16,32,32,16,1,16,4,4829,2773,8
22916,Fit,18,32,32,16,1,1,0,1206,1272,1
1226,Not Fit,16,32,32,16,1,16,4,4829,2773,8
1227,Not Fit,18,32,32,16,1,1,0,1206,1272,1
46732,Fit,13,32,32,16,1,16,4,4829,2773,8
46733,Fit,15,32,32,16,1,1,0,1206,1272,1
30142,Fit,17,32,32,16,1,16,4,4829,2773,8
3841,Not Fit,13,32,32,16,1,1,0,1204.5,1270.5,1
37036,Not Fit,13,32,32,16,1,16,4,4829,2773,8
37037,Not Fit,15,32,32,16,1,1,0,1203,1269,1
3856,Fit,16,32,32,16,1,16,4,4829,2773,8
3857,Fit,18,32,32,16,1,1,0,1203,1269,1
22270,Not Fit,16,32,32,16,1,16,4,4829,2773,8
22271,Not Fit,18,32,32,16,1,1,0,1206,1272,1
5542,Not Fit,17,32,32,16,1,16,4,4829,2773,8
26518,Not Fit,13,32,32,16,1,1,0,1206,1272,1
14000,Not Fit,13,32,32,16,1,16,4,4829,2773,8
7036,Fit,17,32,32,16,1,1,0,1206,1272,1
38354,Fit,17,32,32,16,1,16,4,4829,2773,8
38355,Fit,19,32,32,16,1,1,0,1206,1272,1
1505,Fit,21,32,32,16,1,16,4,4829,2773,8
2859,Fit,17,32,32,16,1,1,0,1206,1272,1
37322,Fit,17,32,32,16,1,16,4,4829,2773,8
37323,Fit,19,32,32,16,1,1,0,1206,1272,1
48352,Fit,21,32,32,16,1,16,4,4829,2773,8
9442,Fit,18,32,32,16,1,1,0,1206,1272,1
41186,Fit,18,32,32,16,1,16,4,4829,2773,8
22321,Fit,18,32,32,16,1,1,0,1206,1272,1
12999,Fit,18,32,32,16,1,16,4,4829,2773,8
13000,Fit,20,32,32,16,1,1,0,1203,1269,1
42571,Not Fit,18,32,32,16,1,16,4,4829,2773,8
42572,Not Fit,20,32,32,16,1,1,0,1206,1272,1
25940,Not Fit,22,32,32,16,1,16,4,4829,2773,8
1891,Fit,19,32,32,16,1,1,0,1206,1272,1
32713,Fit,19,32,32,16,1,16,4,4829,2773,8
32714,Fit,21,32,32,16,1,1,0,1206,1272,1
42011,Not Fit,19,32,32,16,1,16,4,4829,2773,8
42012,Not Fit,21,32,32,16,1,1,0,1206,1272,1
26426,Not Fit,23,32,32,16,1,16,4,4829,2773,8
23031,Not Fit,19,32,32,16,1,1,0,1206,1272,1
12372,Not Fit,19,32,32,16,1,16,4,4829,2773,8
31576,Not Fit,17,32,32,16,1,1,0,1206,1272,1
20075,Not Fit,17,32,32,16,1,16,4,4829,2773,8
20076,Not Fit,19,32,32,16,1,1,0,1206,1272,1
22365,Not Fit,21,32,32,16,1,16,4,4829,2773,8
25898,Not Fit,17,32,32,16,1,1,0,1206,1272,1
14548,Not Fit,17,32,32,16,1,16,4,4829,2773,8
28323,Not Fit,18,32,32,16,1,1,0,1206,1272,1
17337,Not Fit,18,32,32,16,1,16,4,4829,2773,8
1470,Not Fit,18,32,32,16,1,1,0,1206,1272,1
33587,Not Fit,18,32,32,16,1,16,4,4829,2773,8
48395,Not Fit,18,32,32,16,1,1,0,1204.5,1270.5,1
2920,Not Fit,22,32,32,16,1,16,4,4829,2773,8
26546,Not Fit,19,32,32,16,1,1,0,1206,1272,1
14136,Not Fit,19,32,32,16,1,16,4,4829,2773,8
14137,Not Fit,21,32,32,16,1,1,0,1206,1272,1
3531,Not Fit,23,32,32,16,1,16,4,4829,2773,8
2040,Not Fit,19,32,32,16,1,1,0,1204.5,1270.5,1
32864,Not Fit,19,32,32,16,1,16,4,4829,2773,8
18946,Not Fit,12,32,32,16,1,1,0,1206,1272,1
27274,Not Fit,12,32,32,16,1,16,4,4829,2773,8
41759,Not Fit,12,32,32,16,1,1,0,1206,1272,1
8029,Not Fit,12,32,32,16,1,16,4,4829,2773,8
34189,Not Fit,13,32,32,16,1,1,0,1206,1272,1
789,Not Fit,13,32,32,16,1,16,4,4829,2773,8
790,Not Fit,15,32,32,16,1,1,0,1206,1272,1
32828,Fit,21,32,32,16,1,16,4,4829,2773,8
43641,Fit,17,32,32,16,1,1,0,1204.5,1270.5,1
15811,Fit,21,32,32,16,1,16,4,4829,2773,8
11907,Fit,17,32,32,16,1,1,0,1206,1272,1
23209,Fit,17,32,32,16,1,16,4,4829,2773,8
23210,Fit,19,32,32,16,1,1,0,1206,1272,1
44419,Fit,21,32,32,16,1,16,4,4829,2773,8
44420,Fit,23,32,32,16,1,1,0,1206,1272,1
48870,Fit,18,32,32,16,1,16,4,4829,2773,8
48871,Fit,20,32,32,16,1,1,0,1206,1272,1
35196,Fit,22,32,32,16,1,16,4,4829,2773,8
36672,Fit,18,32,32,16,1,1,0,1206,1272,1
4079,Fit,18,32,32,16,1,16,4,4829,2773,8
4080,Fit,20,32,32,16,1,1,0,1206,1272,1
34418,Not Fit,22,32,32,16,1,16,4,4829,2773,8
34419,Not Fit,24,32,32,16,1,1,0,1203,1269,1
33775,Not Fit,23,32,32,16,1,16,4,4829,2773,8
35729,Not Fit,19,32,32,16,1,1,0,1206,1272,1
4764,Not Fit,19,32,32,16,1,16,4,4829,2773,8
