model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_latency,cnn_filters_latency,n_inputs_latency,sequence_length_latency,latency_min,latency_max
49419,Fit,5,512,384,32,32,512,1548,101910
49420,Fit,8,512,384,32,32,256,780,51350
49421,Fit,11,512,384,32,32,128,396,26070
45032,Fit,5,512,384,32,32,512,1548,101910
45033,Fit,8,512,384,32,32,256,780,51350
45034,Fit,11,512,384,32,32,128,396,26070
27375,Fit,5,512,384,32,32,512,1548,101910
27376,Fit,8,512,384,32,32,256,780,51350
27377,Fit,11,512,384,32,32,128,396,26070
37822,Fit,5,512,384,32,32,512,1548,101910
37823,Fit,8,512,384,32,32,256,780,51350
37824,Fit,11,512,384,32,32,128,396,26070
31919,Not Fit,5,512,384,32,32,512,1548,101910
31920,Not Fit,8,512,384,32,32,256,780,51350
31921,Not Fit,11,512,384,32,32,128,396,26070
19767,Fit,5,512,384,32,32,512,1548,101910
19768,Fit,8,512,384,32,32,256,780,51350
19769,Fit,11,512,384,32,32,128,396,26070
8110,Fit,5,512,384,32,32,512,1548,101910
8111,Fit,8,512,384,32,32,256,780,51350
8112,Fit,11,512,384,32,32,128,396,26070
18922,Not Fit,5,512,384,32,32,512,1548,101910
18923,Not Fit,8,512,384,32,32,256,780,51350
18924,Not Fit,11,512,384,32,32,128,396,26070
45360,Fit,5,512,384,32,32,512,1548,101910
45361,Fit,8,512,384,32,32,256,780,51350
45362,Fit,11,512,384,32,32,128,396,26070
48326,Fit,5,512,384,32,32,512,1548,101910
48327,Fit,8,512,384,32,32,256,780,51350
48328,Fit,11,512,384,32,32,128,396,26070
28241,Fit,5,512,384,32,32,512,1548,101910
28242,Fit,8,512,384,32,32,256,780,51350
28243,Fit,11,512,384,32,32,128,396,26070
38393,Fit,5,512,384,32,32,512,1548,101910
38394,Fit,8,512,384,32,32,256,780,51350
38395,Fit,11,512,384,32,32,128,396,26070
31531,Fit,5,512,384,32,32,512,1548,101910
31532,Fit,8,512,384,32,32,256,780,51350
31533,Fit,11,512,384,32,32,128,396,26070
20458,Fit,5,512,384,32,32,512,1548,101910
20459,Fit,8,512,384,32,32,256,780,51350
20460,Fit,11,512,384,32,32,128,396,26070
8896,Fit,5,512,384,32,32,512,1548,101910
8897,Fit,8,512,384,32,32,256,780,51350
8898,Fit,11,512,384,32,32,128,396,26070
18196,Fit,5,512,384,32,32,512,1548,101910
18197,Fit,8,512,384,32,32,256,780,51350
18198,Fit,11,512,384,32,32,128,396,26070
22698,Fit,5,512,384,32,32,512,1548,101910
22699,Fit,8,512,384,32,32,256,780,51350
22700,Fit,11,512,384,32,32,128,396,26070
33497,Fit,5,512,384,32,32,512,1548,101910
33498,Fit,8,512,384,32,32,256,780,51350
33499,Fit,11,512,384,32,32,128,396,26070
26061,Fit,5,512,384,32,32,512,1548,101910
26062,Fit,8,512,384,32,32,256,780,51350
26063,Fit,11,512,384,32,32,128,396,26070
14240,Fit,5,512,384,32,32,512,1548,101910
14241,Fit,8,512,384,32,32,256,780,51350
14242,Fit,11,512,384,32,32,128,396,26070
3595,Fit,5,512,384,32,32,512,1548,101910
3596,Fit,8,512,384,32,32,256,780,51350
3597,Fit,11,512,384,32,32,128,396,26070
12242,Fit,5,512,384,32,32,512,1548,101910
12243,Fit,8,512,384,32,32,256,780,51350
12244,Fit,11,512,384,32,32,128,396,26070
38181,Not Fit,5,512,384,32,32,512,1548,101910
38182,Not Fit,8,512,384,32,32,256,780,51350
38183,Not Fit,11,512,384,32,32,128,396,26070
27253,Not Fit,5,512,384,32,32,512,1548,101910
27254,Not Fit,8,512,384,32,32,256,780,51350
27255,Not Fit,11,512,384,32,32,128,396,26070
42767,Not Fit,5,512,384,32,32,512,1548,101910
42768,Not Fit,8,512,384,32,32,256,780,51350
42769,Not Fit,11,512,384,32,32,128,396,26070
2741,Fit,5,512,384,32,32,512,1548,101910
2742,Fit,8,512,384,32,32,256,780,51350
2743,Fit,11,512,384,32,32,128,396,26070
14039,Fit,5,512,384,32,32,512,1548,101910
14040,Fit,8,512,384,32,32,256,780,51350
14041,Fit,11,512,384,32,32,128,396,26070
2017,Fit,5,512,384,32,32,512,1548,101910
2018,Fit,8,512,384,32,32,256,780,51350
2019,Fit,11,512,384,32,32,128,396,26070
47705,Fit,5,512,384,32,32,512,1548,101910
47706,Fit,8,512,384,32,32,256,780,51350
47707,Fit,11,512,384,32,32,128,396,26070
46086,Fit,5,512,384,32,32,512,1548,101910
46087,Fit,8,512,384,32,32,256,780,51350
46088,Fit,11,512,384,32,32,128,396,26070
25559,Fit,5,512,384,32,32,512,1548,101910
25560,Fit,8,512,384,32,32,256,780,51350
25561,Fit,11,512,384,32,32,128,396,26070
36298,Fit,5,512,384,32,32,512,1548,101910
36299,Fit,8,512,384,32,32,256,780,51350
36300,Fit,11,512,384,32,32,128,396,26070
23637,Fit,5,512,384,32,32,512,1548,101910
23638,Fit,8,512,384,32,32,256,780,51350
23639,Fit,11,512,384,32,32,128,396,26070
46700,Fit,5,512,384,32,32,512,1548,101910
46701,Fit,8,512,384,32,32,256,780,51350
46702,Fit,11,512,384,32,32,128,396,26070
44786,Not Fit,5,512,384,32,32,512,1548,101910
44787,Not Fit,8,512,384,32,32,256,780,51350
44788,Not Fit,11,512,384,32,32,128,396,26070
40128,Not Fit,5,512,384,32,32,512,1548,101910
40129,Not Fit,8,512,384,32,32,256,780,51350
40130,Not Fit,11,512,384,32,32,128,396,26070
30341,Not Fit,5,512,384,32,32,512,1548,101910
30342,Not Fit,8,512,384,32,32,256,780,51350
30343,Not Fit,11,512,384,32,32,128,396,26070
5226,Not Fit,5,512,384,32,32,512,1548,101910
5227,Not Fit,8,512,384,32,32,256,780,51350
5228,Not Fit,11,512,384,32,32,128,396,26070
16598,Not Fit,5,512,384,32,32,512,1548,101910
16599,Not Fit,8,512,384,32,32,256,780,51350
16600,Not Fit,11,512,384,32,32,128,396,26070
10075,Not Fit,5,512,384,32,32,512,1548,101910
10076,Not Fit,8,512,384,32,32,256,780,51350
10077,Not Fit,11,512,384,32,32,128,396,26070
